0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
t
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,129,129,129,129,129,129,129,129,129,129,129,0,0,
0,0,129,0,0,0,0,0,0,0,0,0,129,0,0,
0,0,129,0,0,0,0,0,0,0,0,0,129,0,0,
0,0,129,0,0,0,0,0,0,0,0,0,129,0,0,
0,0,129,0,0,0,0,0,0,0,0,0,129,0,0,
0,0,129,0,0,0,0,0,0,0,0,0,129,0,0,
0,0,129,0,0,0,0,0,0,0,0,0,129,0,0,
0,0,129,0,0,0,0,0,0,0,0,0,129,0,0,
0,0,129,0,0,0,0,0,0,0,0,0,129,0,0,
0,0,129,0,0,0,0,0,0,0,0,0,129,0,0,
0,0,129,129,129,129,129,129,129,129,129,129,129,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
o
