0,130,130,230,130,130,130,130,0,0,0,0,0,0,0,0,0,129,129,129,229,229,229,129,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,132,232,232,132,132,132,132,0,0,0,0,0,0,0,0,0,131,131,131,131,231,131,131,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,134,234,234,134,134,134,134,0,0,0,0,0,0,0,0,0,133,133,133,133,233,133,133,0,
0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,136,236,236,136,136,136,136,0,0,0,0,0,0,0,0,0,135,135,135,135,235,135,135,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,138,238,238,238,138,138,138,0,0,0,0,0,0,0,0,0,137,137,137,137,237,137,137,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,140,240,240,140,140,140,140,0,0,0,0,0,0,0,0,0,139,139,139,139,239,139,139,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,142,142,242,142,142,142,142,0,0,0,0,0,0,0,0,0,141,141,141,141,241,141,141,0,
